ThreadID,Thread Title,URL,Date,Number of Messages
TH01419,Yeast infection (yech!),https://groups.google.com./g/net.med/c/_ZlPlcsv_CQ,9/22/86,1
TH01418,warming lubricants and oils,https://groups.google.com./g/net.med/c/XuSB0r6Xgzw,9/22/86,1
TH01417,Tomato fruit or vegetable,https://groups.google.com./g/net.med/c/68tR8y0mjsA,9/20/86,1
TH01416,Foiling Drug Tests,https://groups.google.com./g/net.med/c/k3jLB8d2zmM,9/20/86,2
TH01415,Drug Abuse - True Problem or Media Hype? (Worse Still),https://groups.google.com./g/net.med/c/DxXraAh_iF0,9/20/86,2
TH01414,Why K-Y Jelly? (was: Fear of penetration),https://groups.google.com./g/net.med/c/2Xr-Gr7fxqs,9/19/86,2
TH01413,"Yeast, Yech, and Yogurt",https://groups.google.com./g/net.med/c/WWPqNf0cYYg,9/17/86,1
TH01412,Drug Abuse - The Plot Thickens,https://groups.google.com./g/net.med/c/7JUf9J4h8pk,9/14/86,1
TH01411,AIDS posting,https://groups.google.com./g/net.med/c/x0t_ee4RnlE,9/11/86,1
TH01410,electrocardiograph,https://groups.google.com./g/net.med/c/4m2rxrGjxuQ,9/3/86,2
TH01409,Stupid Analogies (was effects of pollution),https://groups.google.com./g/net.med/c/-P-v9MA69xg,8/26/86,2
TH01408,mactools for blind users,https://groups.google.com./g/net.med/c/A5QtdYDnOZM,8/7/86,1
TH01407,Interesting AIDS fact,https://groups.google.com./g/net.med/c/bHCzTh7InXg,7/30/86,1
TH01406,"If sodomy, why not incest?",https://groups.google.com./g/net.med/c/bdzUWqGigc0,7/28/86,12
TH01405,PSI: Yes I see it / No you don't,https://groups.google.com./g/net.med/c/E1L_IstofMM,5/25/86,5
TH01404,Cancer -- was 'Plutonium',https://groups.google.com./g/net.med/c/luX9w093bHI,5/24/86,1
TH01403,Evolutionary advantage of Excess Brain matter,https://groups.google.com./g/net.med/c/9or8jOUMWJc,5/21/86,3
TH01402,New mailing list for/about handicapped,https://groups.google.com./g/net.med/c/ZFck2S2VlYY,5/20/86,1
TH01401,Japanese super pill: a surmise,https://groups.google.com./g/net.med/c/UjelUpn2i3w,5/20/86,4
TH01400,Flame etymology clarification,https://groups.google.com./g/net.med/c/8DGjSD1v2CU,5/17/86,5
TH01399,Esoteric Books,https://groups.google.com./g/net.med/c/DUpCgN9eFDc,5/16/86,5
TH01398,NutraSweet (aspartame),https://groups.google.com./g/net.med/c/OfqucfPprQ4,5/12/86,2
TH01397,PSI: Yes I see it / No you don't,https://groups.google.com./g/net.med/c/m-ejLoYUfhk,5/11/86,1
TH01396,Creation of *.psi (newsgroup or moderated mailing list),https://groups.google.com./g/net.med/c/JHN5TCwfIrM,5/11/86,3
TH01395,Request info: scientific programming in Israel,https://groups.google.com./g/net.med/c/l4TYvDo9G0g,5/9/86,1
TH01394,"Drug Disinformation, Ignorance and Prejudice",https://groups.google.com./g/net.med/c/Ko4tD45PGqg,5/8/86,1
TH01393,Old Geiger counters,https://groups.google.com./g/net.med/c/uAUQAJARNMw,5/7/86,6
TH01392,"psychic ability, and throwing down the gauntlet",https://groups.google.com./g/net.med/c/p_jP8bJUv5I,5/7/86,1
TH01391,Goodbye! (only temporarily),https://groups.google.com./g/net.med/c/WEbukl6Whk8,5/5/86,1
TH01390,NutraSweet Inquiry.,https://groups.google.com./g/net.med/c/1r_m-vJabRc,4/29/86,5
TH01389,macrobiotic diet,https://groups.google.com./g/net.med/c/LdR8qprtM_U,4/23/86,3
TH01388,Interactive Medical Telecomputing,https://groups.google.com./g/net.med/c/kG2DaKqgB2g,4/21/86,1
TH01387,Calcium in a diet,https://groups.google.com./g/net.med/c/9dOjjCCgd04,4/20/86,1
TH01386,Psychic Damages,https://groups.google.com./g/net.med/c/BOESPOo6_pM,4/15/86,3
TH01385,Fingernails and Chalkboards,https://groups.google.com./g/net.med/c/8bEdPxLBDcw,4/9/86,3
TH01384,contraceptives - a new wonder drug,https://groups.google.com./g/net.med/c/MEyw4jDUEXs,4/1/86,1
TH01383,The male pill,https://groups.google.com./g/net.med/c/oAWxkMGRXcQ,3/29/86,1
TH01382,An interesting sideline *FACT*,https://groups.google.com./g/net.med/c/EeNkjoLm2v4,3/29/86,2
TH01381,Need arthroscopic (sp?) info,https://groups.google.com./g/net.med/c/XYBFFbNjsdY,3/23/86,2
TH01380,Neuropsychology expert system inquiry.,https://groups.google.com./g/net.med/c/HSdt5DwJFtY,3/23/86,1
TH01379,Answer to Medical Puzzle #12,https://groups.google.com./g/net.med/c/UUfMQQZ9f5o,3/22/86,2
TH01378,I want to cut out milk. What do I put on my cereal?,https://groups.google.com./g/net.med/c/3pcuUAlz8NI,3/21/86,8
TH01377,American Medico's experience in India (LONG!),https://groups.google.com./g/net.med/c/K2cu5QGl1oc,3/21/86,1
TH01376,Appendicitis - how common is it?,https://groups.google.com./g/net.med/c/3f6qTbmVD9E,3/21/86,2
TH01375,Alzheimer's disease and alumin(i)um.,https://groups.google.com./g/net.med/c/tJMtDfcc4pM,3/21/86,1
TH01374,Low Fat/Salt Diets,https://groups.google.com./g/net.med/c/cVWSuLD3EBQ,3/21/86,1
TH01373,"""The McDougall Plan"" by Dr. John McDougall",https://groups.google.com./g/net.med/c/qqcaUuXp7WU,3/21/86,1
TH01372,question about hypercalcemia,https://groups.google.com./g/net.med/c/sGcWLtf75bk,3/20/86,2
TH01371,"Chiropractors, pain in the back",https://groups.google.com./g/net.med/c/fP5rw6403nA,3/20/86,2
TH01370,Calcium Sources,https://groups.google.com./g/net.med/c/aItt2cCYdiw,3/20/86,1
TH01369,What do you go to chiropractors for?,https://groups.google.com./g/net.med/c/Dz4ak_nyvFo,3/20/86,6
TH01368,My opinion of Chiropractors.,https://groups.google.com./g/net.med/c/Zm9yrteQl0s,3/19/86,12
TH01367,Augmentative Communication Systems: is anyone on the net involved?,https://groups.google.com./g/net.med/c/TAOmNz0SBhU,3/19/86,1
TH01366,More NOVA programs...,https://groups.google.com./g/net.med/c/dcM8nVy3hcs,3/19/86,1
TH01365,TUMS as calcium supplement???,https://groups.google.com./g/net.med/c/OTup98KkhlE,3/18/86,3
TH01364,Questions on Food Allergies,https://groups.google.com./g/net.med/c/FBbzPFKKC48,3/18/86,1
TH01363,Wanted: The Emergence of Man Time/Life series,https://groups.google.com./g/net.med/c/FePvwB62R44,3/18/86,1
TH01362,a vitamin called Acidophilus,https://groups.google.com./g/net.med/c/E-ggQ9HMg84,3/18/86,5
TH01361,exercise,https://groups.google.com./g/net.med/c/Ab95uod1pDc,3/18/86,2
TH01360,Medical Puzzle #13,https://groups.google.com./g/net.med/c/VqFGWUXr2ZQ,3/17/86,1
TH01359,The Plan (POMM8),https://groups.google.com./g/net.med/c/8BewVfvocsw,3/17/86,1
TH01358,I would like some information on Tunnel Carpal Syndrome.,https://groups.google.com./g/net.med/c/YQyO78-ixsI,3/17/86,1
TH01357,Chiropractors,https://groups.google.com./g/net.med/c/qhwKOdq37jc,3/17/86,1
TH01356,net.rec.drugs,https://groups.google.com./g/net.med/c/7UYCX-mGnRo,3/16/86,1
TH01355,Recomendations wanted for books about sleep.,https://groups.google.com./g/net.med/c/cqYVT-tU3zw,3/14/86,1
TH01354,More Warnings on eating raw shellfish,https://groups.google.com./g/net.med/c/3n1DvkDCfHk,3/14/86,1
TH01353,Gamblers Anonymous,https://groups.google.com./g/net.med/c/pnVRia4kYoo,3/13/86,1
TH01352,AIDS and RE: The worst (hist.) surgical proc.,https://groups.google.com./g/net.med/c/sI1ETPXOpyc,3/12/86,12
TH01351,? for Internists/Surgeons/Those in the know,https://groups.google.com./g/net.med/c/f8LcLb9zRXc,3/12/86,1
TH01350,Calcium Question,https://groups.google.com./g/net.med/c/4MAKl85yOLE,3/11/86,2
TH01349,exercise?,https://groups.google.com./g/net.med/c/5Z8gIQcIlwU,3/11/86,4
TH01348,Unipro nutitional suppliments,https://groups.google.com./g/net.med/c/xr0PYgyO6mE,3/11/86,2
TH01347,The Prevalence of Vit. C Deficiency,https://groups.google.com./g/net.med/c/Spx8jicZvpA,3/10/86,1
TH01346,Warning are sought on Vitamin Supplements,https://groups.google.com./g/net.med/c/ZXvPuPI9UtU,3/10/86,5
TH01345,"""Backpractors"".",https://groups.google.com./g/net.med/c/mpnSXsERABo,3/10/86,1
TH01344,finding a good doctor,https://groups.google.com./g/net.med/c/pfAsEuX0EYM,3/9/86,3
TH01343,Where are drugs (opiates) legal?,https://groups.google.com./g/net.med/c/wLlh2IORVtI,3/9/86,25
TH01342,Answer to Medical Puzzle #11,https://groups.google.com./g/net.med/c/HsUmo9R0_3o,3/8/86,2
TH01341,Medical Puzzle #12,https://groups.google.com./g/net.med/c/k7te4kuCTgQ,3/8/86,1
TH01340,Clove cigarettes -- hazard,https://groups.google.com./g/net.med/c/xNj1HrXHnn8,3/7/86,1
TH01339,The Twins,https://groups.google.com./g/net.med/c/bK6niIRhkt4,3/6/86,4
TH01338,I must agree with Steve Dyer,https://groups.google.com./g/net.med/c/vADElY2cbxw,3/6/86,1
TH01337,biting aluminum foil,https://groups.google.com./g/net.med/c/yj9Lba9F7Q0,3/5/86,6
TH01336,Minor Strokes (was Re: Depiction: What I Really Think),https://groups.google.com./g/net.med/c/B9ogw0pYLos,3/5/86,1
TH01335,Premenstrual Syndrome,https://groups.google.com./g/net.med/c/WTD1m81a7TE,3/5/86,1
TH01334,"""medical student seeks u.s. rotation""",https://groups.google.com./g/net.med/c/xFnEcgfpYyo,3/5/86,1
TH01333,another question to peruse,https://groups.google.com./g/net.med/c/GH8FamNGdp8,3/4/86,1
TH01332,Contact fiasco (summary),https://groups.google.com./g/net.med/c/nybvNcWTHyE,3/4/86,1
TH01331,Antibiotics over-the-counter,https://groups.google.com./g/net.med/c/VjfBwF_zgYQ,3/4/86,1
TH01330,Injured feet & varying medical advice,https://groups.google.com./g/net.med/c/xvY_x-4B4p8,3/4/86,3
TH01329,Another Calcium Question,https://groups.google.com./g/net.med/c/aO65T0dg_WI,3/4/86,1
TH01328,FOOT CRAMPS,https://groups.google.com./g/net.med/c/drbV8OI0goA,3/3/86,5
TH01327,Muscle cramps,https://groups.google.com./g/net.med/c/EAUAkF4YGe8,3/3/86,2
TH01326,"Depression and (oh, no!) vitamins",https://groups.google.com./g/net.med/c/M853UWIMhDo,3/3/86,7
TH01325,Memory,https://groups.google.com./g/net.med/c/QTBpdTd__SY,3/2/86,5
TH01324,question about potassium supplements,https://groups.google.com./g/net.med/c/R9krVI5qdi4,3/1/86,4
TH01323,Living With A Broken Leg,https://groups.google.com./g/net.med/c/daFEVcfHjQI,3/1/86,1
TH01322,Smoking References,https://groups.google.com./g/net.med/c/s1V6QrMk5vM,2/28/86,1
TH01321,Note/Correction to Medical Puzzle #11,https://groups.google.com./g/net.med/c/jn7qO3iE4NU,2/28/86,1
TH01320,how do you choose a doctor?,https://groups.google.com./g/net.med/c/118C_QH1zTY,2/28/86,1
TH01319,Shigechio Izumi dead,https://groups.google.com./g/net.med/c/b-3151VUKTw,2/28/86,2
TH01318,Vanishing sense of smell,https://groups.google.com./g/net.med/c/MKhdJKX3PSw,2/27/86,2
TH01317,bumper sticker,https://groups.google.com./g/net.med/c/ELsX1-ws6U4,2/27/86,1
TH01316,Question -- Migraine Symptomology?,https://groups.google.com./g/net.med/c/qg_AKPSRCSc,2/27/86,2
TH01315,Medical Puzzle # 11,https://groups.google.com./g/net.med/c/OxePO_BhtFw,2/27/86,1
TH01314,Addendum to Medical Puzzle #10,https://groups.google.com./g/net.med/c/LYwp5-Gxij0,2/27/86,1
TH01313,Answer to Medical Puzzle #10,https://groups.google.com./g/net.med/c/aepJDNsrdgQ,2/27/86,1
TH01312,Milk intolerance.,https://groups.google.com./g/net.med/c/VOKKlg901b8,2/27/86,3
TH01311,``Congenital dysplasia of the limbs'' -- huh?,https://groups.google.com./g/net.med/c/iVKJXVxP4eE,2/27/86,2
TH01310,Tetracycline and Antacids,https://groups.google.com./g/net.med/c/ouoNlZtjBxo,2/27/86,6
TH01309,Thick-feeling and Contact Lenses,https://groups.google.com./g/net.med/c/Nlk-p2RgLMI,2/26/86,1
TH01308,The worst (historical) surgical procedure,https://groups.google.com./g/net.med/c/w2PT9SGgA7Y,2/26/86,13
TH01307,Medical Puzzle #10,https://groups.google.com./g/net.med/c/wRbCCjTuzpM,2/26/86,3
TH01306,Doctor Joke,https://groups.google.com./g/net.med/c/KOvmoQtxKv8,2/26/86,1
TH01305,Medical Puzzler #8898?,https://groups.google.com./g/net.med/c/QaGfb2HaorY,2/26/86,1
TH01304,contact lens fiasco,https://groups.google.com./g/net.med/c/hzYJwabkEJs,2/25/86,4
TH01303,Starved for affliction,https://groups.google.com./g/net.med/c/X3tZaFQoZFc,2/25/86,3
TH01302,Science Fair (Help !),https://groups.google.com./g/net.med/c/51qvqt0qjks,2/24/86,1
TH01301,article i posted that died,https://groups.google.com./g/net.med/c/hmq_H4suuEM,2/24/86,1
TH01300,Answer to Medical Puzzle #9,https://groups.google.com./g/net.med/c/UbSALEST2L4,2/24/86,2
TH01299,potential for arthritis,https://groups.google.com./g/net.med/c/RU05tkjHFH8,2/24/86,1
TH01298,"treatment for sprains, strains",https://groups.google.com./g/net.med/c/vSGK83g0glk,2/24/86,1
TH01297,"contact lens fiasco, or ""How long do they last?""",https://groups.google.com./g/net.med/c/sYoYAseaLdQ,2/24/86,1
TH01296,Query: software packages for doctor's office,https://groups.google.com./g/net.med/c/DC6-0jLUUhQ,2/23/86,1
TH01295,Travel to Nicaragua & work at your profession/hobby for 2 weeks,https://groups.google.com./g/net.med/c/Ph1Rn9WznYA,2/23/86,1
TH01294,Designer Bandages,https://groups.google.com./g/net.med/c/gelu6cSxjFk,2/22/86,1
TH01293,Milk is not for every body.,https://groups.google.com./g/net.med/c/ZX_iW0aqcuo,2/21/86,4
TH01292,Danger/non-danger of smoking references wanted,https://groups.google.com./g/net.med/c/s_I5-Fpw5no,2/21/86,2
TH01291,The Hospital,https://groups.google.com./g/net.med/c/qUoivPG2HSI,2/21/86,1
TH01290,"Amer.Soc.Biol.Chemists meeting June 8-12, Washington, D.C.",https://groups.google.com./g/net.med/c/EDuinXAqPMM,2/20/86,1
TH01289,Golden Hair Syndrome -- What is it?,https://groups.google.com./g/net.med/c/cADEQwa76gM,2/20/86,1
TH01288,Soy allergy,https://groups.google.com./g/net.med/c/cZxEFF9lsmw,2/20/86,1
TH01287,Losing Body Fat,https://groups.google.com./g/net.med/c/0s0c5rMv0oI,2/20/86,1
TH01286,CPR as portrayed on TV.,https://groups.google.com./g/net.med/c/l46ZBniqKAM,2/20/86,3
TH01285,Discomfort After Taking Contacts Out,https://groups.google.com./g/net.med/c/83USQMcIoCc,2/20/86,2
TH01284,the food groups vs. the chinese,https://groups.google.com./g/net.med/c/EsxzL6liDsE,2/20/86,9
TH01283,"CPR, First Aid, & Liability",https://groups.google.com./g/net.med/c/qVvEd-3DBPQ,2/19/86,5
TH01282,Data on human exposures to toxic chemicals sought,https://groups.google.com./g/net.med/c/rhw7qqVp1H0,2/19/86,1
TH01281,PBS Nova program -- 'The Case of the Frozen Addict',https://groups.google.com./g/net.med/c/h83zpVr8v0I,2/18/86,1
TH01280,Best Ways of Reducing body fat???,https://groups.google.com./g/net.med/c/4oxnfJe5zu0,2/18/86,1
TH01279,Dr. Joke.,https://groups.google.com./g/net.med/c/XlZbQZcES1U,2/18/86,1
TH01278,Medical Quiz # 89976,https://groups.google.com./g/net.med/c/QNrplu0hGfA,2/18/86,1
TH01277,Sprained Ankle,https://groups.google.com./g/net.med/c/LL-mr6iXO6U,2/15/86,1
TH01276,pertussis (whooping cough) innoculation,https://groups.google.com./g/net.med/c/8TNP4BmXYrY,2/13/86,1
TH01275,Barbara's reply on MVP.,https://groups.google.com./g/net.med/c/yXuvuMAgo6Y,2/13/86,1
TH01274,Pregnancy During Residency,https://groups.google.com./g/net.med/c/iuowA5JqYsI,2/13/86,1
TH01273,Correction about eye specialists (from article 1788),https://groups.google.com./g/net.med/c/MvQ4qEEfZvk,2/12/86,1
TH01272,floaters,https://groups.google.com./g/net.med/c/jYopFScu5GI,2/12/86,4
TH01271,Medical Puzzle #9,https://groups.google.com./g/net.med/c/y3eiXxgxumQ,2/12/86,1
TH01270,Answer to Medical Puzzle #8,https://groups.google.com./g/net.med/c/N36YYcDA21I,2/12/86,1
TH01269,Risk blows off fast as smoke,https://groups.google.com./g/net.med/c/WMn8p_H9Snc,2/12/86,1
TH01268,Explanation of MVP - Self Diagnosis,https://groups.google.com./g/net.med/c/8qcv6npcQ8I,2/11/86,1
TH01267,Cold Hands,https://groups.google.com./g/net.med/c/u6FYQSpityg,2/11/86,3
TH01266,VDT radiation & related problems,https://groups.google.com./g/net.med/c/5MIViruU84k,2/10/86,1
TH01265,sprained ankle,https://groups.google.com./g/net.med/c/49rlFTxJWqs,2/10/86,1
TH01264,Shameful Statistics,https://groups.google.com./g/net.med/c/duEOEKkQpMk,2/10/86,8
TH01263,Popping Sounds in Ears,https://groups.google.com./g/net.med/c/Kav7ChW3ilE,2/7/86,1
TH01262,Ovaries Cysts,https://groups.google.com./g/net.med/c/wUcZazbDRCc,2/7/86,1
TH01261,"Cold Hands, Headaches, and a Question",https://groups.google.com./g/net.med/c/egCYrz9h2iQ,2/6/86,1
TH01260,VDT radiation & related problems,https://groups.google.com./g/net.med/c/fPJCVDliQaM,2/6/86,1
TH01259,AIDS budget cut proposal,https://groups.google.com./g/net.med/c/vTrrcpv0RUA,2/6/86,1
TH01258,When Jennie Took to Bed (POMM7),https://groups.google.com./g/net.med/c/WCcgqDnGUUQ,2/6/86,1
TH01257,New Drug,https://groups.google.com./g/net.med/c/vT_GcPgy3sI,2/6/86,1
TH01256,Blood lipids & thiazide diuretics (update),https://groups.google.com./g/net.med/c/aq1d14pBhzc,2/5/86,1
TH01255,migraines,https://groups.google.com./g/net.med/c/OYpNm7gu8W8,2/5/86,1
TH01254,What kind of repair best for a front tooth,https://groups.google.com./g/net.med/c/gn04L8nEIF0,2/4/86,1
TH01253,MS and dogs,https://groups.google.com./g/net.med/c/6m6cgTPztJk,2/4/86,1
TH01252,Sprained ankle,https://groups.google.com./g/net.med/c/K3L1Jp98xfw,2/4/86,1
TH01251,Doug grounded himself!,https://groups.google.com./g/net.med/c/LBKkPtx8GyM,2/4/86,1
TH01250,Defective Condoms,https://groups.google.com./g/net.med/c/6Ac3NBlNA-Q,2/3/86,19
TH01249,Aspirin vs. Tylenol,https://groups.google.com./g/net.med/c/25GfVVjIzY4,2/2/86,6
TH01248,Answer to Medical Puzzle #7,https://groups.google.com./g/net.med/c/xiFVg_2088c,2/2/86,1
TH01247,Medical Puzzle #8,https://groups.google.com./g/net.med/c/WzQmwowsDEs,2/2/86,1
TH01246,Seek medical help for incapacita,https://groups.google.com./g/net.med/c/-b-xPcoVglk,2/2/86,1
TH01245,Complexity Theory in (Neuro)biology,https://groups.google.com./g/net.med/c/m5VbiiaMr50,2/1/86,1
TH01244,spontaneous combustion,https://groups.google.com./g/net.med/c/9UK_lXCMnrM,2/1/86,2
TH01243,Jan. is Nat'l Vol. Blood Donor Mo.-paid donations,https://groups.google.com./g/net.med/c/3ClDc0bogNM,2/1/86,3
TH01242,Self diagnosis. (Martin's reply to me.),https://groups.google.com./g/net.med/c/ao5G2Keug40,1/31/86,4
TH01241,How much Vitamin C is necessary.,https://groups.google.com./g/net.med/c/U9O2VuzCTqM,1/30/86,25
TH01240,Medical Puzzle #7,https://groups.google.com./g/net.med/c/p-T3Hik632Y,1/30/86,2
TH01239,Thanks Sue(8-).,https://groups.google.com./g/net.med/c/egZGr8OHgG0,1/30/86,1
TH01238,cookbooks for diabetics,https://groups.google.com./g/net.med/c/5XzDtFIBnPE,1/30/86,2
TH01237,Question on risks of using headphones.,https://groups.google.com./g/net.med/c/XABcK39UGJk,1/29/86,2
TH01236,An explanation for polychromatic eyes (wanted),https://groups.google.com./g/net.med/c/0f9BLBGEnNg,1/28/86,1
TH01235,prevention of hangovers,https://groups.google.com./g/net.med/c/bqi5od4YMwo,1/28/86,30
TH01234,Self Diagnosis,https://groups.google.com./g/net.med/c/RZe5bweqUVw,1/28/86,1
TH01233,Dalkon Shield Notice,https://groups.google.com./g/net.med/c/gyORn5W-umc,1/28/86,1
TH01232,Placebos: Kaopectate,https://groups.google.com./g/net.med/c/1avCgLmqaSk,1/28/86,15
TH01231,January is National Volunteer Blood Donor Month.,https://groups.google.com./g/net.med/c/2uD5s_b9Vmc,1/28/86,9
TH01230,AIDS Incidence in perspective,https://groups.google.com./g/net.med/c/1ARcUmBKZ10,1/28/86,1
TH01229,Calcium oxalate kidney stones,https://groups.google.com./g/net.med/c/fq4Rla5sLtg,1/26/86,2
TH01228,MVP,https://groups.google.com./g/net.med/c/QvHZBol9YkE,1/26/86,1
TH01227,Production of methanol: where?,https://groups.google.com./g/net.med/c/OfKNxLit8NY,1/25/86,3
TH01226,Answer to Medical Puzzle #6,https://groups.google.com./g/net.med/c/akgubYYgb4o,1/25/86,1
TH01225,Answer to Medical Puzzle #5,https://groups.google.com./g/net.med/c/8zJUq68iMK0,1/24/86,2
TH01224,Hi octane drinkables.,https://groups.google.com./g/net.med/c/mnl4rA0qiKQ,1/24/86,1
TH01223,Medical Puzzle #6,https://groups.google.com./g/net.med/c/n6na0jO0yro,1/23/86,2
TH01222,The Hidden Costs of Smoking,https://groups.google.com./g/net.med/c/nOHf7w6o4Po,1/23/86,4
TH01221,Static in yer left ear?,https://groups.google.com./g/net.med/c/knxUsohdeOg,1/23/86,1
TH01220,What's All This....,https://groups.google.com./g/net.med/c/rpJf-E4LvOo,1/23/86,1
TH01219,Hint for Medical Puzzle #6,https://groups.google.com./g/net.med/c/lDyDlhr4k_8,1/22/86,1
TH01218,SUGAR!,https://groups.google.com./g/net.med/c/t3FQ--jm9lc,1/22/86,2
TH01217,Here's what happens if you take too much vitamin D.,https://groups.google.com./g/net.med/c/Oc3_k7f-Vn4,1/22/86,1
TH01216,John Gurian's explanation of MVP.,https://groups.google.com./g/net.med/c/uM93eBp57fo,1/22/86,1
TH01215,kidney stones and diet,https://groups.google.com./g/net.med/c/oF1t6XLENqw,1/21/86,2
TH01214,Long term storage of contact lenses,https://groups.google.com./g/net.med/c/rxNf9nlu8tI,1/21/86,1
TH01213,kidney stones,https://groups.google.com./g/net.med/c/CWD9BvfzBCY,1/20/86,1
TH01212,Tinnitus,https://groups.google.com./g/net.med/c/mNEj4DTos3U,1/20/86,1
TH01211,Vitamen A & beta carotene,https://groups.google.com./g/net.med/c/xuBbf8KIBYQ,1/20/86,2
TH01210,new source of Chest Pain,https://groups.google.com./g/net.med/c/Mh_2-xLh2do,1/20/86,1
TH01209,Tinnitus - ringing of the ears,https://groups.google.com./g/net.med/c/0LWzgVyABvM,1/20/86,1
TH01208,Calories and stairclimbing,https://groups.google.com./g/net.med/c/gu85gmWadjk,1/20/86,1
TH01207,The Hidden Costs of Smoking,https://groups.google.com./g/net.med/c/koFWWKNLh9w,1/20/86,1
TH01206,Me - a disclaimer,https://groups.google.com./g/net.med/c/b21Bjt3bdqg,1/19/86,1
TH01205,Hiatus in Space,https://groups.google.com./g/net.med/c/7odpk7uKo9g,1/19/86,1
TH01204,Biography of Carlton Fredericks,https://groups.google.com./g/net.med/c/6-CLHQ21zc4,1/18/86,12
TH01203,Visualization of `time',https://groups.google.com./g/net.med/c/ZBIDriWBAvI,1/18/86,6
TH01202,Popping Sounds in Left Ear...,https://groups.google.com./g/net.med/c/mE7bZ2hUV_Y,1/17/86,1
TH01201,Triglyceride Statistics Request,https://groups.google.com./g/net.med/c/WgA5CVNd2H4,1/17/86,1
TH01200,Public Domain Flow Cytometry Software,https://groups.google.com./g/net.med/c/L7QItpYhvEk,1/17/86,1
TH01199,Medical Puzzle #4,https://groups.google.com./g/net.med/c/7Zf-KyGNyeU,1/17/86,5
TH01198,Some Numbers on Vitamin C,https://groups.google.com./g/net.med/c/lX-_xxjd_XA,1/16/86,2
TH01197,Visualization of time,https://groups.google.com./g/net.med/c/Ej9vt2yAIcY,1/16/86,2
TH01196,Originally aspirin; now tinnitus,https://groups.google.com./g/net.med/c/AiqaoqDtou4,1/16/86,2
TH01195,Weightloss and stairclimbing?,https://groups.google.com./g/net.med/c/SxB2SjrbGK8,1/16/86,1
TH01194,Astrology,https://groups.google.com./g/net.med/c/7hzayx05ZSo,1/16/86,2
TH01193,Exercise in Zero Time,https://groups.google.com./g/net.med/c/F_I7N5T6K3c,1/16/86,2
TH01192,"Tinnitus, relief wanted.",https://groups.google.com./g/net.med/c/0WteenKWguo,1/16/86,1
TH01191,"""Ultrasonic"" hearing",https://groups.google.com./g/net.med/c/znNEUUTTjAE,1/15/86,11
TH01190,Controlling High Blood Pressure,https://groups.google.com./g/net.med/c/e4Ve9q31-HI,1/15/86,2
TH01189,Caloric Expenditure,https://groups.google.com./g/net.med/c/6duxSHAD4K0,1/15/86,2
TH01188,DALKON SHIELD claims,https://groups.google.com./g/net.med/c/IWgoRJjJw-E,1/15/86,1
TH01187,Question for Craig (aspirin vs phenacetin),https://groups.google.com./g/net.med/c/sNoha0_AvSI,1/15/86,1
