"NG_TH_CM_ID","NG_TH_ID","TH_CM_ID","CM_ID","TH_ID","NG_ID","Author","Date.and.Time","Full.Text","URL.String","newsgroup","Hour","Date","SentimentScore"
"NG01_TH01259_CM00001","NG01_TH01259","TH01259_CM00001","CM00001","TH01259","NG01","Rob Bernardo",1986-02-06 10:19:11,"I heard on the local news last night, (the local tv stations here
have been much better on AIDS news than the networks), that Reagan's
proposed '87 budget has $20 million less for AIDS than the current year's
allocation.","tST1h91gw4EJ","netmed",10,1986-02-06,2
"NG01_TH01230_CM00001","NG01_TH01230","TH01230_CM00001","CM00001","TH01230","NG01","Craig Werner",1986-01-28 01:29:51,"The following is [very] excerpted from _Natural History_
	Defn:  Incidence in the number of NEW cases of a disease reported per
unit time.  It differs from Prevalence (cases/population) in that a rare but
long-term disease can have a low incidence but high prevalence, and the
reverse situation is possible.
	Keeping that in mind, consider the following:
	The incidence of AIDS among never-married men (not specifically Gays,
whose number is less easy determine than singles) in San Francisco and New
York is HIGHER than the incidence of Chicken Pox in Children.  (Of course
NYC and SF account for 2/3 of the nation's cases.)
-- 
				Craig Werner
				!philabs!aecom!werner
            ""When I was your age, I always did it for half an hour a day.""","W54v-Pe317AJ","netmed",1,1986-01-28,1
"NG01_TH01164_CM00001","NG01_TH01164","TH01164_CM00001","CM00001","TH01164","NG01","Steve Dyer",1986-01-03 15:54:26,"I had a really out-of-the-ordinary experience this past New Year's Eve
that shook me out my everyday torpor and placidity.  I was completely
surpised by my reactions, and I thought I'd share it with other readers.
A few weeks ago, a close friend called to invite my lover and I to a dinner
party on New Year's Eve being given by a couple who were friends of his.
We had met one of them once before at a party a few years ago, and he asked
our friend to call us and invite us for their New Year celebration.  The
night before the dinner, we called our friend to get directions and
details, and before hanging up, he said non-chalantly that they also have a
third person living with them who has AIDS.  We finished getting the
particulars and hung up, not missing a beat.  What was most remarkable
was my reaction (which also turned out to be my lover's reaction, although
we didn't talk about it until after the dinner.)  First, though it may
surprise some of you, not every gay person has AIDS or knows someone with
it or knew someone who died of it.  I think that for the great majority of
gay men, and that included myself, AIDS is an enormous abstraction, always
on the verge of becoming a physical threat, but mostly elusive and immaterial,
like an enemy whom you haven't seen and who hasn't yet attacked.  I had
never met anyone I knew to have AIDS, though friends had.
Nevertheless, most of us are schooled in the ""proper"" reactions to have,
and it's rather frightening when our experience doesn't bear them out.  I
was appalled at myself. I had three reactions.  First, anger and
disappointment at having to spend a supposedly festive holiday with someone
whose condition was anything but, and not knowing how to share social
smalltalk with eventual death looking you in the face, and second, REAL
anger at my friend who waited to tell us about this third person's
condition the night before dinner, making impossible any superficially
honorable excuse from the obligation.  Finally, and just as surprising, a
real irrational aversion to being in the company of someone with the
disease, knowing intellectually that it can't be caught by sitting across
the dinner table, but even that offering little solace.  Luckily, I could
see how bankrupt all these were, and we went ahead, just a little fearful
of how the evening would turn out.
As expected, confronting these fears makes them disappear, for we had a
enjoyable time, but rather sad and poignant too, for the person with AIDS
was obviously tired and weak, and seemed almost to shrink away in the face
of social company and chitchat.  Life looks almost normal until you see the
oxygen tank in the john, and he was cold all the time, wearing a down vest
indoors and a quilt on his legs.  But he kept up his own before and during
dinner, too, before he excused himself to go to bed before the new year
came in.  And you begin to see that, for any people with terminal
debilitating diseases, life consists of trying to keep as much of the
daily routine as one can accomodate.  But, I think we made three new friends
that night, and that we'll see them again pretty soon.
-- 
/Steve Dyer
dy...@harvard.harvard.edu
harvard!dyer","K9pTTRC3_BsJ","netmed",15,1986-01-03,-15
"NG01_TH01157_CM00001","NG01_TH01157","TH01157_CM00001","CM00001","TH01157","NG01","steve shiue",1985-12-13 00:50:52,"In a discussion with my roommate last spring, it occurred to me that
one useful line of therapy against AIDS and other retroviruses would be to
develop drugs that SELECTIVELY inhibit reverse trascriptase, the enzyme that
such viruses use to convert their RNA genomes into DNA that can be
incorporated into eukaryotic chromosomes.  As far as I can tell, there is no
eukaryotic counterpart to this virus.  Of course, it immediately occurred to
me that actual scientists must have been researching this already, and I've
heard that at least some of the experimental French drugs being developed and
tested employ this strategy (I know that this wouldn't remove the infection
but only check its spread).  If anyone can tell me what the names of these
drugs are, if they exist, and how effective and selective they are, I would
really appreciate it - I'm too busy reading other research for school to track
this down.
	In addition, my roommate mentioned that mosquitoes might possibly
provide suitable vectors for the spread of the disease - I've heard that this
has been looked into in some towns in Florida with AIDS victims not in the
""high risk"" groups.  Does anyone know anything about this?
			-Steve Shiue
""I don't make monkeys.  I only train them!""
	-P.W. Herman","a0KPRL3yS1IJ","netmed",0,1985-12-13,-2
"NG01_TH01157_CM00002","NG01_TH01157","TH01157_CM00002","CM00002","TH01157","NG01","Steve Dyer",1985-12-13 19:31:02,"This was asked a few months ago on net.bio.  There are a few reverse
transcriptase inhibitors being tested: one of them, suramin, is an old drug
used for trypanosomiasis.  Many of them (including suramin) have rather
toxic side-effects, probably because their ability to inhibit enzymes isn't
limited to viral reverse transcriptase.  Also, most people with AIDS are
already suffering the effects of successful viral attack; I guess you'd
really like to treat with such drugs during the initial infection, which so
far seems asymptomatic.  
-- 
/Steve Dyer
{harvard,seismo}!bbnccv!bbncc5!sdyer
sd...@bbncc5.ARPA","LcMwkBvwqPcJ","netmed",19,1985-12-14,-3
"NG01_TH01157_CM00003","NG01_TH01157","TH01157_CM00003","CM00003","TH01157","NG01","Pam Pincha",1985-12-17 12:56:47,"In article <8...@h-sc1.UUCP> sh...@h-sc1.UUCP (steve shiue) writes:
>
>	In addition, my roommate mentioned that mosquitoes might possibly
>provide suitable vectors for the spread of the disease - I've heard that this
>has been looked into in some towns in Florida with AIDS victims not in the
>""high risk"" groups.  Does anyone know anything about this?
	Quote from Laurence,Jeffrey, 1985, The Immune system in AIDS,
		Scientific American,Dec.,vol.253,no.6,p.84-93.
	""The groups at highest risk for infection have become 
	increasingly well defined; they include homosexual and
	bisexual men, abusers of injected drugs, the sexual
	partners of people in AIDS risk groups, and children born
	of mothers at risk. Recipients of blood transfusions and blood
	products have also contracted AIDS, but screening of
	donated blood for evidence of infection has drastically
	reduced their risk. The fact that the disease shows
	*NO SIGN* of spreading beyond those groups, except to
	predictable targets such as women who are artificially
	inseminated from infected donors, indicates that the
	virus is ONLY transmitted through the blood or through
	sexual intercourse. *ALL EPIDEMIOLOGIC EVIDENCE INDICATES
	THAT FOOD, WATER, INSECTS AND CASUAL CONTACT DO NO SPREAD
	AIDS.""
	This is a good article on how this virus affects the immune
	system in great detail. The one thing of note that has
	come out of the studies is that it ""appears that the total
	collapse of the immune defenses in AIDS victims stems
	largely from a single defect : a reduction in the number
	and a change in the function of the T4 lymphocytes, one
	of the many distinct kinds of cells that make upthe immune
	system."" Some how it seem incrediable how the bodies defenses
	can collapse from the failure of just one element.
	P.M.Pincha-Wagener
 
s","WhLLzczgfq4J","netmed",12,1985-12-17,-7
"NG01_TH01157_CM00004","NG01_TH01157","TH01157_CM00004","CM00004","TH01157","NG01","Craig Werner",1985-12-18 12:50:59,"> 
> 	In a discussion with my roommate last spring, it occurred to me that
> one useful line of therapy against AIDS and other retroviruses would be to
> develop drugs that SELECTIVELY inhibit reverse trascriptase, the enzyme that
	5 out of the 6 drugs approved for clinical trials are as you describe.
An old posting of mine listed them and their stages of trial.
	There are a few problems:
	1. Selectivity is a relative term -- these drugs are incredibly 
toxic.
	2. Once the virus has become resident in the cells of the immune
system, ReverseT becomes dispensable.
	3. There is so far little demonstration that stopping the spread of
the virus actually improves the clinical disease.  Consider the trial in
France with Cyclosporin -- the virus disappeared in the two weeks prior to
the Press conference AND all three patients died in the week following.
-- 
				Craig Werner
				!philabs!aecom!werner
                 ""Never go to a doctor whose office plants have died.""","DRLby8Do0X8J","netmed",12,1985-12-18,-6
"NG01_TH01157_CM00005","NG01_TH01157","TH01157_CM00005","CM00005","TH01157","NG01","James R. Carbin",1985-12-20 21:06:19,"
While this reply posting is quite informative, part of what is stated
can either be disputed or criticized as misleading.
From the document, ""Acquired Immune Deficiency Syndrome, 100 Questions
and Answers,""  published by the Department of Health, New York State,
Dr. David Axelrod, M.D. Commissioner, dated October 24,1985, the following
excerpts are extracted without permission.
""Who is at risk for AIDS?
During the five years in which AIDS has been recognized and studied,
approximately 95 percent of AIDS cases nationally have occurred among the
following groups of people:
73% - sexually active homosexuals and bisexual men *WITH MULTIPLE PARTNERS*
      (emphasis are mine - A nurse with the State Department of Health involved
       in the testing for the HTLV-III virus anti-bodies stated, 'We now feel
       that we have done a disservice to many homosexuals by automatically
       placing them in the high-risk category.  The high-risk category should
       have included some consideration of the sexual practices of the
       individual not just the fact that they are homosexual.')
From a separate document included with the first named publication,
(and again reproduced without permission),
                   GUIDELINES FOR PREVENTION OF HTLV-III
                            TRANSMISSION/TRANSFER
Reducing risk of transmission through altering certain sex practices.....
UNSAFE
     These activities involve tissue trauma and/or exchange of body fluids
which may transfer the HTLV-III virus or other microbes.  These practices
carry high risk:
     - Fellatio
          The swallowing of semen, which can contain the HTLV-III virus,
       is considered a high risk.
     - Vaginal intercourse  (as stated in the original posting)
     - Analingus (Oral contact with the rectum)
     - ""Fisting""
     - Anal Intercourse (whether homosexual or heterosexual)
       (Included in the ""100 Questions and Answers,"" 'Some cases of AIDS
       have been transmitted from an infected male to a female, and it is
       not known to what extent anal intercourse was involved.')
I would like to add that the State of New York has a multi-faceted program to
not only identify individuals who have been exposed to the virus (with
total and complete anonymity assured), but to reduce the incidence and
spread of the disease.  There is a State Health Department Hotline
(1-800-462-1884
), which provides up-to-date information about AIDS.
Eight regional HTLV-III antibody test sites have been established by the
N.Y.S. Health Department to provide testing and counseling for persons
who wish to know if they have been exposed to the virus.  Testing is free
of charge at these sites, and strict confidentiality is maintained through
the use of a code system.  Persons seeking the the HTLV-III antibody test
need not give a name, address, or any other potentially identifying information.
N.Y.S. is spending $1.6 million annually to fund regional task forces and other
community service organizations that provide educational and outreach services
associated with AIDS.  In addition, N.Y.S. presently allocates annually more 
funding for AIDS research than for any other specific disease except cancer.
jr        {allegra,seismo}!rochester!ritcv!jrc","9e9ZcPNxZX4J","netmed",21,1985-12-21,-13
"NG01_TH01157_CM00006","NG01_TH01157","TH01157_CM00006","CM00006","TH01157","NG01","Mark Garrett",1985-12-23 10:13:54,"++
> Consider the trial in
> France with Cyclosporin -- the virus disappeared in the two weeks prior to
> the Press conference AND all three patients died in the week following.
> 				Craig Werner
I may be getting this confused, but was the Cyclosporin trial the one a
couple months ago that was controversial because the drug is usually given
to reduce the power of the immune system (when it is attacking the body
itself for some reason)?  There was a lot of press over the ethics of calling
a press conference to get fast attention instead of the usual route of 
journal publication.  If I am confusing this with another drug, then what was
the result of that?
-Mark","Cxf68PSESZQJ","netmed",10,1985-12-23,-10
"NG01_TH01157_CM00007","NG01_TH01157","TH01157_CM00007","CM00007","TH01157","NG01","Kenneth B. Bass",1985-12-23 14:43:54,"I have heard, from an M.D., that a new drug has been discovered [in the US]
that inhibits the reproduction of the HTLV III virus >> with very
minor sideaffects << (ie., non-toxic unlike the French drug).  It was
announced at a conference of 3000 physicians (but apparently not to the
public - this was not long after the French doctors announced their cure).
This drug does not actually kill the virus, only keeps the virus's
DNA from reproducing. Therefore, it must be taken continuously.  Also,
it cannot fix any damages already caused by the virus.  The drug will
go into testing as soon as enough of it can be produced - probably around
the middle of Jan. '86.
This is about all I have heard of it. Anyone have any more information
about this?
				""Tell me why""
				ken bass
				linus!faron!kbb","INPgvWXXltQJ","netmed",14,1985-12-23,-9
"NG01_TH01115_CM00001","NG01_TH01115","TH01115_CM00001","CM00001","TH01115","NG01","Will Doherty",1985-11-20 13:40:20,"This is a response to the following question (I don't know which
digest it came from, so I'm posting to all original recipients for
this important clarification):
	From: Jamie Andrews <ihnp4!alberta!ubc-vision!ubc-cs!andrews>
	Message-Id: <851119190...@ubc-cs.UUCP>
	Will,  further to your AIDS article,
	Considering the amount of semen that ""leaks out"" before climax, is it
	really true to say that fellatio without taking ejaculate is
	possibly safe?  I trust your information, but I'd like to know why
	this point doesn't matter. Also, what is your information on
	cunnilingus?  I don't think you mentioned it in your article.
	     Thanks for a reasoned posting.
The ""semen that `leaks out' before climax"" is an emission from
the Cowper's gland.  Noone really knows right now if this emission
can transmit HTLVIII virus, so it is best to avoid exposing any
mucuous membranes to it.
In other words, if you engage in the POSSIBLY SAFE activity of
fellatio (cock-sucking), you decrease risk by avoiding any
emissions from the penis, including ""pre-cum.""  Lick *around* the
""head"" of the penis, down its length, and down by the balls (scrotum),
rather than putting it all in your mouth.  To further decrease risk,
gargle with a lubricant that contains nonoxynol-9 (try a few to see
which tastes best), or use a diluted hydrogen peroxide solution (say
1 part of 3% hydrogen peroxide : 3-5 parts water -- but don't let it
sit around for more than a few hours).  Most detergents kill the HTLVIII
virus, especially in combination with hot water.
Even safer, of course, is to develop a liking for condoms, and licking
the condom, rather than the penis directly.
As far as cunnilingus, that appeared in the original information
as another POSSIBLY SAFE activity (oral-vaginal sex with spermicide,
i.e. nonoxynol-9 or equivalent).
				Thanx for a good question,
					Will Doherty
					sun!oscar!wild","HeV0bx-d0wEJ","netmed",13,1985-11-20,12
